0.4917662,maeda
0.46561083,maeda
0.43163612,maeda
0.46955806,maeda
0.46885437,maeda
0.45601836,maeda
0.52647144,maeda
0.537853,maeda
0.56148314,maeda
0.48881248,Nomura
0.51578736,maeda
0.50695693,Nomura
0.56244653,maeda
0.60608,Nomura
0.52476823,Nomura
0.5127165,maeda
0.51238513,Nomura
0.50514185,maeda
0.4748812,Nomura
0.5180734,Nomura
0.4851817,Nomura
0.5486421,Nomura
0.5200585,Nomura
0.46950826,Nomura
0.49953115,Nomura
0.5366793,maeda
0.42608,Nomura
0.5107522,Nomura
0.49933636,maeda
0.4800581,maeda
0.4412023,Nomura
0.4791668,maeda
0.52229345,maeda
0.5094349,maeda
0.47343042,maeda
0.59719974,maeda
0.527922,maeda
0.6767582,maeda
0.51983434,maeda
0.682377,maeda
0.5380771,maeda
0.5746927,maeda
0.55203295,maeda
0.49942333,maeda
0.521792,maeda
0.54967856,maeda
0.47519833,maeda
0.5723915,Nomura
0.5444603,maeda
0.6041213,maeda
0.5410926,Nomura
0.4791071,maeda
0.543239,maeda
0.48086232,maeda
0.52786094,maeda
0.5691293,maeda
0.48540223,maeda
0.4892969,maeda
0.54014575,Nomura
0.6480139,maeda
0.59330404,maeda
0.5709115,maeda
0.55470324,maeda
0.6614718,Nomura
0.5819494,Nomura
0.6110314,Nomura
0.58099425,Nomura
0.5669635,Nomura
0.5549434,Nomura
0.5099876,Nomura
0.47370037,Nomura
0.4456652,Nomura
0.59169185,Nomura
0.5169042,maeda
0.50000405,maeda
0.600508,maeda
0.57231903,maeda
0.5419658,maeda
0.51537627,maeda
0.529545,Nomura
0.5521987,maeda
0.53614074,maeda
0.5000298,maeda
0.5030204,maeda
0.5024689,Nomura
0.51004267,Nomura
0.57856756,maeda
0.55583835,Nomura
0.52236766,Nomura
0.602542,maeda
0.5352532,Nomura
0.59439534,maeda
0.5582004,Nomura
0.59926623,Nomura
0.58425385,maeda
0.56536233,maeda
0.57236254,Nomura
0.5403024,Nomura
0.5993194,Nomura
0.4284222,maeda
0.50403136,maeda
0.3798457,Nomura
0.424204,maeda
0.456071,maeda
0.41316584,juan
0.45974085,Nomura
0.470999,Nomura
0.43112826,Nomura
0.43057236,juan
0.41779113,Nomura
0.482458,Nomura
0.45799854,Nomura
0.42045355,Nomura
0.44469827,juan
0.4854868,Nomura
0.3558663,Nomura
0.39911944,Nomura
0.49409816,Nomura
0.41537628,Nomura
0.33438045,Nomura
0.4668273,Nomura
0.33579147,Nomura
0.39587462,Nomura
0.45570636,Nomura
0.33429366,Nomura
0.39963862,Nomura
0.3514889,Nomura
0.40152735,Nomura
0.36026666,Nomura
0.3870432,Nomura
0.32292464,Nomura
0.33809042,Nomura
0.45947155,Nomura
0.33236223,Nomura
0.50478566,juan
0.3972283,Nomura
0.3154191,Nomura
0.44859135,Nomura
0.3507003,Nomura
0.3849152,Nomura
0.3871457,Nomura
0.40098086,Nomura
0.33219612,Nomura
0.43951157,Nomura
0.43173847,Nomura
0.45274502,Nomura
0.42782292,Nomura
0.48245525,Nomura
0.42514047,Nomura
0.4874255,Nomura
0.523005,Nomura
0.48301342,Nomura
0.5022703,Nomura
0.47422615,Nomura
0.5722503,Nomura
0.47108904,Nomura
0.36978602,Nomura
0.43312377,Nomura
0.37674576,Nomura
0.42822644,Nomura
0.44417846,Nomura
0.43827277,Nomura
0.48373815,Nomura
0.44746327,Nomura
0.46990335,Nomura
0.42900825,Nomura
0.4773399,Nomura
0.40447015,Nomura
0.54723656,Nomura
0.49077803,Nomura
0.43334696,Nomura
0.50630444,Nomura
0.474799,Nomura
0.52196354,Nomura
0.40771633,Nomura
0.45344332,Nomura
0.48288006,Nomura
0.37420103,Nomura
0.4342163,Nomura
0.4735943,Nomura
0.47312647,Nomura
0.4491228,Nomura
0.42514554,Nomura
0.45521128,juan
0.4797026,juan
0.47398403,Nomura
0.43793708,Nomura
0.4925378,juan
0.53476566,Nomura
0.38268912,Nomura
0.41016906,Nomura
0.39447653,Nomura
0.4519202,Nomura
0.40762836,Nomura
0.34297994,Nomura
0.42113152,Nomura
0.45913532,Nomura
0.4099068,Nomura
0.39687198,Nomura
0.4523394,Nomura
0.4176196,Nomura
0.4991207,Nomura
0.46508327,Nomura
0.42071483,Nomura
0.4946769,Nomura
0.45175672,Nomura
0.43779626,Nomura
0.46974048,Nomura
0.5259094,juan
0.53911877,Nomura
0.50499123,Nomura
0.48724756,Nomura
0.5299896,Nomura
0.5464352,juan
0.47060484,Nomura
0.39183012,Nomura
0.4358507,Nomura
0.48132852,juan
0.47768638,Nomura
0.47242284,Nomura
0.41037858,Nomura
0.47472423,Nomura
0.5105606,Nomura
0.52922356,Nomura
0.45959607,Nomura
0.4573432,Nomura
0.427951,Nomura
0.49627566,Nomura
0.47286025,Nomura
0.45356363,Nomura
0.42029095,Nomura
0.43062463,Nomura
0.5427995,Nomura
0.42522812,Nomura
0.47688073,Nomura
0.48326552,Nomura
0.40946138,Nomura
0.42091098,Nomura
0.37493175,Nomura
0.4490498,Nomura
0.5038759,Nomura
0.5116418,Nomura
0.46942264,Nomura
0.48392287,Nomura
0.41117686,Nomura
0.4685371,Nomura
0.5146872,Nomura
0.437142,Nomura
0.43871415,Nomura
0.45093247,Nomura
0.44588822,Nomura
0.48403916,juan
0.50564003,Nomura
0.50570935,Nomura
0.46435952,Nomura
0.40041006,Nomura
0.54651856,Nomura
0.36675748,Nomura
0.52673113,Nomura
0.5053131,Nomura
0.48104426,Nomura
0.43052733,Nomura
0.42989057,Nomura
0.4986788,Nomura
0.55923206,Nomura
0.53402126,juan
0.46816418,Nomura
0.44425124,Nomura
0.45029852,Nomura
0.48048928,Nomura
0.40268892,Nomura
0.40184006,Nomura
0.48280993,Nomura
0.46995723,Nomura
0.4166539,Nomura
0.5171792,Nomura
0.41217628,Nomura
0.4189963,Nomura
0.43076238,Nomura
0.4210972,Nomura
0.4554994,Nomura
0.4167164,Nomura
0.3581007,Nomura
0.47367448,Nomura
0.44806486,Nomura
0.44601375,juan
0.37838882,Nomura
0.45458913,Nomura
0.48625723,Nomura
0.5095224,Nomura
0.5286858,Nomura
0.48462605,juan
0.5032978,Nomura
0.4045705,Nomura
0.45572096,Nomura
0.5176135,juan
0.47992283,Nomura
0.49698207,Nomura
0.40884757,Nomura
0.4686426,Nomura
0.49224058,Nomura
0.4679873,Nomura
0.51373714,juan
0.45527792,Nomura
0.4341098,Nomura
0.47357962,Nomura
0.4528051,Nomura
0.5024141,Nomura
0.4694109,juan
0.5112877,Nomura
0.541814,Nomura
0.5283239,Nomura
0.54271996,Nomura
0.5117535,Nomura
0.48822522,Nomura
0.49638402,Nomura
0.47160214,Nomura
0.4200816,Nomura
0.37096015,Nomura
0.4663973,Nomura
0.42625454,Nomura
0.500948,juan
0.42692474,Nomura
0.4341553,Nomura
0.4967824,Nomura
0.43656406,Nomura
0.43682277,Nomura
0.4637407,Nomura
0.4276105,Nomura
0.43267435,Nomura
0.43682843,Nomura
0.42912462,Nomura
0.39478093,Nomura
0.52190197,Nomura
0.45265824,Nomura
0.46574286,juan
0.41743726,Nomura
0.42156062,Nomura
